canonical_stable_id,canonical_channel_name,country,epg_provider,epg_id,epg_source_url,channel_number,category,subcategory,include
us:el-rey-network,El Rey Network,US,EPGShare,el.rey.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:eleven-sports,Eleven Sports,US,EPGShare,eleven.sports.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
za:emovies,eMovies,South Africa,EPGShare,eMovies.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,Movies,Movies,true
za:emovies-extra,eMovies Extra,South Africa,EPGShare,eMovies.Extra.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,Movies,Movies,true
za:enca,eNCA,South Africa,EPGShare,eNCA.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,News & Business,News,true
us:epix,EPIX,US,EPGShare,epix.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:epix2,EPIX2,US,EPGShare,epix2.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:epix-drive-in,EPIX Drive-In,US,EPGShare,epix.drive.in.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:epix-hits,EPIX Hits,US,EPGShare,epix.hits.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:espn2,ESPN2,US,EPGShare,espn2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:espnews,ESPNews,US,EPGShare,espn.news.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:espn,ESPN,US,EPGShare,espn.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:espn2-2,ESPN2,US,EPGShare,espn.x2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
za:espn2,ESPN2,South Africa,EPGShare,ESPN.2.HD.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,Sports,Sports,true
za:etoonz,eToonz,South Africa,EPGShare,eToonz.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,Kids & Teen,Kids,true
uk:euronews,Euronews,UK,EPGShare,Euronews.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,News & Business,News,true
uk:eurosport-1,Eurosport 1,UK,EPGShare,Eurosport.HD.ie,https://epgshare01.online/epgshare01/epg_ripper_IE1.xml.gz,,Sports,Sports,true
uk:eurosport-2,Eurosport 2,UK,EPGShare,Eurosport.2.HD.ie,https://epgshare01.online/epgshare01/epg_ripper_IE1.xml.gz,,Sports,Sports,true
ca:ewtn,EWTN,Canada,EPGShare,ewtn.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Religion,Christian,true
ca:fairchild-tv,Fairchild TV,Canada,EPGShare,fairchild.tv.east.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,International,Asian / Chinese,true
ca:fairchild-tv2,Fairchild TV2,Canada,EPGShare,fairchild.tv.2.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,International,Asian / Chinese,true
ca:family-channel,Family Channel,Canada,EPGShare,family.channel.east.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Kids & Teen,Kids & Family,true
ca:family-chrgd,Family CHRGD,Canada,EPGShare,family.chrgd.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Kids & Teen,Kids,true
ca:family-jr,Family Jr.,Canada,EPGShare,family.jr.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Kids & Teen,Kids,true
us:family-entertainment-television,Family Entertainment Television,US,EPGShare,fetv.family.entertainment.television.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
ca:fight-network,Fight Network,Canada,EPGShare,fight.network.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Sports,Combat Sports,true
us:fight-pass-24-7,Fight Pass 24/7,US,EPGShare,ufc.int.001.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
uk:film4,Film4,UK,EPGShare,Film4.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Movies,true
us:flsp-live-belfast-wolves-vs-glasgow-cosmics-cricket-belfast-vs-glasgow,FLSP | live:  Belfast Wolves vs Glasgow Cosmics _ Cricket (Belfast vs Glasgow),US,EPGShare,flsp.0007.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:flsp-live-indiana-pa-vs-wingate-field-hockey-indiana-pa-vs-wingate,FLSP | live:  Indiana (PA) vs Wingate _ Field Hockey (Indiana (PA) vs Wingate),US,EPGShare,flsp.0001.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:flsp-live-shippensburg-vs-belmont-abbey-field-hockey-shippensburg-vs-belmont-abbey,FLSP | live:  Shippensburg vs Belmont Abbey _ Field Hockey (Shippensburg vs Belmont Abbey),US,EPGShare,flsp.0013.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:flsp-volleyball-jamestown-vs-purdue-northwest-women-s-jamestown-vs-purdue-northwest,FLSP | volleyball:  Jamestown vs Purdue Northwest _ Women`s (Jamestown vs Purdue Northwest),US,EPGShare,flsp.0011.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:flsp-volleyball-lake-superior-state-vs-central-state-oh-women-s-lake-superior-vs-central-state-oh,FLSP | volleyball:  Lake Superior State vs Central State (OH) _ Women`s (Lake Superior vs Central State (OH)),US,EPGShare,flsp.0006.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:flsp-volleyball-minnesota-st-moorhead-vs-a-and-m-kingsville-women-s-msu-moorhead-vs-a-and-m-kingsville,FLSP | volleyball:  Minnesota St. Moorhead vs A&M_Kingsville _ Women`s (MSU Moorhead vs A&M_Kingsville),US,EPGShare,flsp.0008.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:flsp-volleyball-randolph-vs-mount-aloysius-women-s-randolph-vs-mount-aloysius,FLSP | volleyball:  Randolph vs Mount Aloysius _ Women`s (Randolph vs Mount Aloysius),US,EPGShare,flsp.0005.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:flsp-volleyball-ut-dallas-vs-southern-arkansas-women-s-ut-dallas-vs-southern-arkansas,FLSP | volleyball:  UT Dallas vs Southern Arkansas _ Women`s (UT Dallas vs Southern Arkansas),US,EPGShare,flsp.0009.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:flsp-volleyball-wilmington-de-vs-d-youville-women-s-wilmington-vs-d-youville,FLSP | volleyball:  Wilmington (DE) vs D`Youville _ Women`s (Wilmington vs D`Youville),US,EPGShare,flsp.0010.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:folk-tv,Folk TV,US,EPGShare,folk.tv.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
ca:food-network,Food Network,Canada,EPGShare,food.network.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Lifestyle & Culture,Food,true
za:food-network,Food Network,South Africa,EPGShare,Food.Network.HD.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,Lifestyle & Culture,Food,true
us:food-network,Food Network,US,EPGShare,food.network.usa.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Food,true
uk:food-network,Food Network,UK,EPGShare,Food.Network.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Lifestyle & Culture,Food,true
us:fox-business,Fox Business,US,EPGShare,fox.business.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
au:fox-cricket,Fox Cricket,AU,EPGShare,FoxCricket.au,https://epgshare01.online/epgshare01/epg_ripper_AU1.xml.gz,,Sports,Cricket,true
us:fox-deportes,Fox Deportes,US,EPGShare,fox.deportes.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
au:fox-footy,Fox Footy,AU,EPGShare,FoxFooty.au,https://epgshare01.online/epgshare01/epg_ripper_AU1.xml.gz,,Sports,Australian Football,true
au:fox-league,Fox League,AU,EPGShare,FoxLeague.au,https://epgshare01.online/epgshare01/epg_ripper_AU1.xml.gz,,Sports,Rugby League,true
us:fox-news,Fox News,US,EPGShare,fox.news.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
us:fox-soccer-plus,Fox Soccer Plus,US,EPGShare,fox.soccer.plus.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:fox-sports-1,FOX Sports 1,US,EPGShare,fox.sports.1.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:fox-sports-2,FOX Sports 2,US,EPGShare,fox.sports.2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
au:fox-sport-503,Fox Sport 503,AU,EPGShare,FoxSports503.au,https://epgshare01.online/epgshare01/epg_ripper_AU1.xml.gz,,Sports,Sports,true
au:fox-sport-505,Fox Sport 505,AU,EPGShare,FoxSports505.au,https://epgshare01.online/epgshare01/epg_ripper_AU1.xml.gz,,Sports,Sports,true
au:fox-sport-506,Fox Sport 506,AU,EPGShare,FoxSports506.au,https://epgshare01.online/epgshare01/epg_ripper_AU1.xml.gz,,Sports,Sports,true
us:france-24-en,France 24 EN,US,EPGShare,france.24.english.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,International,Spanish / International,true
us:free-speech-network,Free Speech Network,US,EPGShare,free.speech.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
us:freeform,Freeform,US,EPGShare,freeform.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:fubo-sports-1,Fubo Sports 1,US,EPGShare,fubo.sports.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:fubo-sports-2,Fubo Sports 2,US,EPGShare,fubo.sports.2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:fuse,Fuse,US,EPGShare,fuse.tv.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
ca:fx,FX,Canada,EPGShare,fx.networks.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,General Entertainment,Drama & Entertainment,true
us:fx-movie-channel,FX Movie Channel,US,EPGShare,fx.movie.channel.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:fx,FX,US,EPGShare,fx.networks.east.coast.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:fxx,FXX,US,EPGShare,fxx.usa.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:fyi,FYI,US,EPGShare,fyi.usa.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:game-show-central,Game Show Central,US,EPGShare,game.show.central.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:game-show-network,Game Show Network,US,EPGShare,game.show.network.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
ca:game-show-network,Game Show Network,Canada,EPGShare,game.show.network.east.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,General Entertainment,Game Shows,true
us:game-plus,Game+,US,EPGShare,game.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
uk:gb-news,GB News,UK,EPGShare,GB.News.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,News & Business,News,true
us:gettv,getTV,US,EPGShare,gettv.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
uk:gold,GOLD,UK,EPGShare,U.and.GOLD.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Comedy,true
ca:golf-channel,Golf Channel,Canada,EPGShare,golf.channel.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Sports,Golf,true
us:golf-channel,Golf Channel,US,EPGShare,golf.channel.usa.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:great-american-family,Great American Family,US,EPGShare,gac.great.american.country.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
uk:great-action,GREAT! action,UK,EPGShare,GREAT!.action.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Action,true
uk:great-movies,GREAT! movies,UK,EPGShare,GREAT!.movies.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Movies,Movies,true
uk:great-tv,GREAT! tv,UK,EPGShare,GREAT!.tv.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Entertainment,true
us:grit,GRIT,US,EPGShare,grit.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
ca:h2,H2,Canada,EPGShare,history.2.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Documentary,History,true
us:hallmark-channel,Hallmark Channel,US,EPGShare,hallmark.channel.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:hallmark-family,Hallmark Family,US,EPGShare,hallmark.drama.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:hallmark-mystery,Hallmark Mystery,US,EPGShare,hallmark.movies.mysteries.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:hbo,HBO,US,EPGShare,hbo.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
ca:hbo,HBO,Canada,EPGShare,hbo.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,General Entertainment,Drama & Entertainment,true
ca:hbo2,HBO2,Canada,EPGShare,hbo.2.eastern.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,General Entertainment,Drama & Entertainment,true
us:hbo2,HBO2,US,EPGShare,hbo.2.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:hbo-comedy,HBO Comedy,US,EPGShare,hbo.comedy.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Comedy,true
us:hbo-signature,HBO Signature,US,EPGShare,hbo.signature.hbo.3.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:hbo-zone,HBO Zone,US,EPGShare,hbo.zone.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:hdnet-movies,HDNet Movies,US,EPGShare,hdnet.movies.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:heroes-and-icons,Heroes & Icons,US,EPGShare,hi.heroes.icons.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
ca:hgtv,HGTV,Canada,EPGShare,hgtv.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Lifestyle & Culture,Home & Garden,true
uk:hgtv,HGTV,UK,EPGShare,HGTV.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Lifestyle & Culture,Home & Garden,true
za:hgtv,HGTV,South Africa,EPGShare,HGTV.za,https://epgshare01.online/epgshare01/epg_ripper_ZA1.xml.gz,,Lifestyle & Culture,Home & Garden,true
us:hgtv,HGTV,US,EPGShare,hgtv.usa.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:hillsong,HillSong,US,EPGShare,hillsong.channel.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Religion,Religion,true
ca:history,HISTORY,Canada,EPGShare,history.canada.east.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Documentary,History,true
us:history,History,US,EPGShare,history.channel.us.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,History,true
us:history-en-espa-ol,History en Español,US,EPGShare,history.en.espanol.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,History,true
us:hln,HLN,US,EPGShare,hln.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:hollywire,Hollywire,US,EPGShare,hollywire.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
ca:hollywood-suite-2000s,Hollywood Suite 2000s,Canada,EPGShare,hollywood.suite.00s.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Movies,Movies,true
ca:hollywood-suite-1970s,Hollywood Suite 1970s,Canada,EPGShare,hollywood.suite.70s.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Movies,Movies,true
ca:hollywood-suite-1980s,Hollywood Suite 1980s,Canada,EPGShare,hollywood.suite.80s.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Movies,Movies,true
ca:hollywood-suite-1990s,Hollywood Suite 1990s,Canada,EPGShare,hollywood.suite.90s.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Movies,Movies,true
ca:hpi-tv,HPI TV,Canada,EPGShare,hpitv.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Sports,Horse Racing,true
us:hsn2,HSN2,US,EPGShare,hsn.2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:hsn,HSN,US,EPGShare,hsn.home.shopping.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:hunt-channel,Hunt Channel,US,EPGShare,hunt.channel.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:ifc,IFC,US,EPGShare,ifc.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:indieplex,IndiePlex,US,EPGShare,indieplex.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:infowars,InfoWars,US,EPGShare,infowars.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:insp,INSP,US,EPGShare,insp.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
ca:investigation-discovery,Investigation Discovery,Canada,EPGShare,investigation.discovery.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Documentary,Documentary / Factual,true
us:investigation-discovery,Investigation Discovery,US,EPGShare,investigation.discovery.usa.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,Documentary / Factual,true
us:ion,ION,US,EPGShare,ion.central.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:ion-plus,ION Plus,US,EPGShare,ion.plus.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
uk:itv1,ITV1,UK,EPGShare,ITV1.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Free-to-Air,true
uk:itv2,ITV2,UK,EPGShare,ITV2.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Entertainment,true
uk:itv3,ITV3,UK,EPGShare,ITV3.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Drama,true
uk:itv4,ITV4,UK,EPGShare,ITV4.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Entertainment,true
us:jays-talk-plus-sep-4,Jays Talk Plus: Sep. 4,US,EPGShare,sportsnet.003.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:justice-central,Justice Central,US,EPGShare,justice.central.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:kitchen-nightmares,Kitchen Nightmares,US,EPGShare,hells.kitchenkitchen.nightmares.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:laff-network,Laff Network,US,EPGShare,laff.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:law-and-crime-network,Law & Crime Network,US,EPGShare,law.crime.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
us:leicester-city,Leicester City,US,EPGShare,leicester.city.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
uk:lfctv,LFCTV,UK,EPGShare,LFCTV.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Sports,Football,true
us:lifetime-movie-network,Lifetime Movie Network,US,EPGShare,lifetime.movies.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:lifetime,Lifetime,US,EPGShare,lifetime.network.us.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
us:lifetime-real-women,Lifetime Real Women,US,EPGShare,lifetime.real.women.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Lifestyle & Culture,Lifestyle,true
ca:lifetime,Lifetime,Canada,EPGShare,lifetime.tv.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,General Entertainment,Drama & Lifestyle,true
us:logo,LOGO,US,EPGShare,logo.east.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
ca:love-nature,Love Nature,Canada,EPGShare,love.nature.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Documentary,Nature,true
ca:makeful,Makeful,Canada,EPGShare,makeful.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Lifestyle & Culture,Crafts & DIY,true
us:marquee-sports-network,Marquee Sports Network,US,EPGShare,marquee.sports.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:masn,MASN,US,EPGShare,mid.atlantic.sports.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:mavtv,MAVTV,US,EPGShare,mavtv.usa.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
ca:mavtv-canada,MAVTV Canada,Canada,EPGShare,mavtv.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Sports,Motorsports,true
ca:m-t-om-dia,MétéoMédia,Canada,EPGShare,meteo.media.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,News & Business,Weather,true
us:metv,MeTV,US,EPGShare,metv.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:metv-toons,MeTV Toons,US,EPGShare,metv.toons.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:mgm-plus,MGM+,US,EPGShare,mgm.usa.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,General Entertainment,Entertainment,true
us:military-history,Military History,US,EPGShare,military.history.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Documentary,History,true
us:mk-dons,MK Dons,US,EPGShare,mk.dons.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
ca:mlb-network,MLB Network,Canada,EPGShare,mlb.network.canada.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Sports,Baseball,true
us:mlb-network-strike-zone,MLB Network Strike Zone,US,EPGShare,mlb.network.strike.zone.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:mlb-network,MLB Network,US,EPGShare,mlb.network.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
uk:more4,More4,UK,EPGShare,More4.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,General Entertainment,Entertainment,true
us:moremax,MoreMAX,US,EPGShare,moremax.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:motortrend,MotorTrend,US,EPGShare,motor.trend.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
ca:movietime,MovieTime,Canada,EPGShare,movietime.ca2,https://epgshare01.online/epgshare01/epg_ripper_CA2.xml.gz,,Movies,Movies,true
us:moviemax,MovieMAX,US,EPGShare,moviemax.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:movieplex,MOVIEPLEX,US,EPGShare,movieplex.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:movies,Movies!,US,EPGShare,movies.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Movies,Movies & Series,true
us:msg,MSG,US,EPGShare,msg.2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:msg-sportsnet,MSG SportsNet,US,EPGShare,msg.plus.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:msg-2,MSG,US,EPGShare,msg.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Sports,Sports,true
us:msnbc,MSNBC,US,EPGShare,msnbc.usa.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,News & Business,News,true
uk:mtv,MTV,UK,EPGShare,MTV.HD.uk,https://epgshare01.online/epgshare01/epg_ripper_UK1.xml.gz,,Music,Music,true
us:mtv,MTV,US,EPGShare,mtv.usa.eastern.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
us:mtv-3,MTV,US,EPGShare,mtv.x2.us2,https://epgshare01.online/epgshare01/epg_ripper_US2.xml.gz,,Music,Music,true
